企业代号,企业名称,PD,tier,rate_opt,profit_unit,cap_wan,amount_wan,expected_profit
E329,***园艺有限责任公司,0.031170846461469028,A,0.0745,0.020048424797979584,286.07825875,0.0,0.0
E330,***酒店管理有限公司,0.04123464137968756,A,0.0985,0.015519425192600219,209.220857,0.0,0.0
E335,***挖掘机租赁经营部,4.781497792358785e-07,A,0.0465,0.04018825351662948,148.23008375,148.23008375,5.957108184536221
E337,个体经营E337 ,0.06833560850019205,A,0.1225,0.008498269686454887,327.40046075,0.0,0.0
E343,***五金工具经营部,0.037700973224211926,A,0.0985,0.0166517192833719,70.67367575,0.0,0.0
E348,***酒店管理有限公司,0.05294032103645366,A,0.1025,0.011859702271794108,60.062993500000005,0.0,0.0
E358,***五金经营部,0.044423937642338616,A,0.0985,0.014497478265771736,56.18524475,0.0,0.0
E359,***厨房用品经营部,0.0700819306198507,A,0.1225,0.008134489143109668,33.116046999999995,0.0,0.0
E374,***建材经营部,0.06643203839424476,A,0.1225,0.008894806934447014,37.73486225,0.0,0.0
E375,***电器经营部,0.052344671222186695,A,0.1025,0.012036174769214791,26.8195315,0.0,0.0
E391,***五金店,0.07047392888385975,A,0.1225,0.00805283104586271,37.102204,0.0,0.0
E393,***商贸有限责任公司,0.05834346266175032,A,0.1225,0.010579757518152011,26.534132500000002,0.0,0.0
E192,***建设工程有限公司,0.11052410741023545,B,0.15,0.002613382505522201,500.0,0.0,0.0
E198,***商贸有限公司,0.08495085812202459,B,0.1425,0.007176876449138567,500.0,0.0,0.0
E200,个体经营E200 ,0.07420485680520765,B,0.1425,0.009115821106744127,500.0,0.0,0.0
E202,个体经营E202 ,0.10570975381579317,B,0.1425,0.0034312645962688076,500.0,0.0,0.0
E215,***建筑工程有限公司,0.07481608305715798,B,0.1425,0.009005535071886426,500.0,0.0,0.0
E219,***品牌营销策划有限公司,0.11264015333764887,B,0.15,0.0023356401711983822,500.0,0.0,0.0
E229,***家贸易有限公司,0.08583088927380568,B,0.1425,0.007018088854575178,500.0,0.0,0.0
E232,***投资发展有限责任公司,0.09225153090638194,B,0.1425,0.005859586410284473,500.0,0.0,0.0
E237,个体经营E237 ,0.11306552378165033,B,0.15,0.0022798080276050983,500.0,0.0,0.0
E239,个体经营E239 ,0.11414580236548495,B,0.15,0.002138015691386285,500.0,0.0,0.0
E241,个体经营E241 ,0.09987156926366013,B,0.1425,0.0044846719441497904,500.0,0.0,0.0
E245,***建筑劳务有限公司,0.10386108412446822,B,0.1425,0.0037648275762083632,500.0,0.0,0.0
E248,***智能科技有限公司,0.07817246338019172,B,0.1425,0.0083999297397845,500.0,0.0,0.0
E252,***印务有限公司,0.10058812329121797,B,0.1425,0.004355381190998218,500.0,0.0,0.0
E256,***物资有限公司,0.07435544229229442,B,0.1425,0.009088650355774377,500.0,0.0,0.0
E260,***广告有限公司,0.07563832858548353,B,0.1425,0.008857173972033224,500.0,0.0,0.0
E266,***煤矿机械有限公司,0.10787959049464028,B,0.1425,0.003039752152496524,500.0,0.0,0.0
E271,***科技有限公司,0.11132411191934051,B,0.15,0.002508377639158066,500.0,0.0,0.0
E272,个体经营E272 ,0.10568430629305584,B,0.1425,0.0034358561961398823,418.78884375,0.0,0.0
E275,***网络工程有限公司,0.07747718433936293,B,0.1425,0.008525381760681832,500.0,0.0,0.0
E276,***体育设施工程有限公司,0.11191128713339422,B,0.15,0.002431307754948268,359.40726,0.0,0.0
E280,个体经营E280 ,0.1032752372788437,B,0.1425,0.0038705343017157445,466.4712245,0.0,0.0
E292,***物流有限公司,0.09807360012684357,B,0.1425,0.004809086817142077,298.664804,0.0,0.0
E294,个体经营E294 ,0.09928696334625747,B,0.1425,0.004590154763938636,500.0,0.0,0.0
E304,***环保科技有限公司,0.10213342978666543,B,0.1425,0.004076555264462921,247.0796815,0.0,0.0
E306,个体经营E306 ,0.07799269311365929,B,0.1425,0.008432366419030377,363.6677605,0.0,0.0
E309,个体经营E309 ,0.08409238835821295,B,0.1425,0.007331773634908832,387.272627,0.0,0.0
E312,***家居用品有限公司,0.11832876411254575,B,0.15,0.0015889796118924706,329.239668,0.0,0.0
E313,***物流有限公司,0.11433955115790483,B,0.15,0.0021125851271523144,362.38955699999997,0.0,0.0
E318,***商贸有限公司,0.07783496094423996,B,0.1425,0.008460826674916398,323.51323199999996,0.0,0.0
E319,个体经营E319 ,0.11110913321003105,B,0.15,0.0025365947434184267,373.362576,0.0,0.0
E336,***猕猴桃专业合作社,0.11587312369623678,B,0.15,0.0019112955373881274,72.2091625,0.0,0.0
E340,***物流有限公司,0.08364634822799577,B,0.1425,0.00741225446699368,231.83076425000002,0.0,0.0
E355,***地毯经营部,0.11678728838098548,B,0.15,0.0017913065379958216,31.35823675,0.0,0.0
E356,***建材装饰部,0.08544658832873508,B,0.1425,0.007087429834758319,37.884041499999995,0.0,0.0
E357,***家居经营部,0.0781156919806503,B,0.1425,0.008410173233955058,35.678889500000004,0.0,0.0
E366,***房地产经纪有限公司,0.11739956423257293,B,0.15,0.0017109420609932478,37.89838225,0.0,0.0
E397,***大闸蟹经营部,0.1076999861686345,B,0.1425,0.0030721588904192862,20.25231325,0.0,0.0
E187,个体经营E187 ,0.32672870351883393,C,,0.0,300.0,0.0,0.0
E218,***建设工程有限公司,0.17636635734329772,C,,0.0,300.0,0.0,0.0
E223,***科技有限公司,0.12648788303057482,C,0.15,0.0004758403860590714,300.0,0.0,0.0
E233,***劳务有限公司,0.32001226761625307,C,,0.0,300.0,0.0,0.0
E240,个体经营E240 ,0.42545765503783306,C,,0.0,300.0,0.0,0.0
E244,个体经营E244 ,0.14421693409316264,C,,0.0,300.0,0.0,0.0
E247,***石化有限公司,0.18216249094333303,C,,0.0,300.0,0.0,0.0
E249,***建筑工程有限公司,0.14711580047722375,C,,0.0,300.0,0.0,0.0
E251,***医疗器械有限责任公司,0.21012150765501314,C,,0.0,300.0,0.0,0.0
E255,个体经营E255 ,0.12918545676108167,C,0.15,0.00015061941199052332,300.0,0.0,0.0
E257,***门窗安装有限公司,0.13348113333813058,C,,0.0,300.0,0.0,0.0
E262,个体经营E262 ,0.129922481272346,C,0.15,6.176333115200335e-05,300.0,0.0,0.0
E269,***节能服务有限公司,0.16541627870708256,C,,0.0,300.0,0.0,0.0
E270,个体经营E270 ,0.14482881108528806,C,,0.0,300.0,0.0,0.0
E277,***消防设备制造有限公司,0.1949552891774324,C,,0.0,300.0,0.0,0.0
E278,***贸易有限公司,0.20319546315004305,C,,0.0,300.0,0.0,0.0
E279,***环保包装有限公司,0.12266420562520841,C,0.15,0.0009368250391322948,300.0,0.0,0.0
E283,***机械铸造有限责任公司,0.1459693783736123,C,,0.0,300.0,0.0,0.0
E284,***成焊科技有限公司,0.14126230794985067,C,,0.0,300.0,0.0,0.0
E285,个体经营E285 ,0.14058908856512842,C,,0.0,300.0,0.0,0.0
E286,***印务有限公司,0.2355742031535035,C,,0.0,300.0,0.0,0.0
E287,***鞋材有限公司,0.19733855962234859,C,,0.0,300.0,0.0,0.0
E288,个体经营E288 ,0.1639776982165889,C,,0.0,300.0,0.0,0.0
E290,***机电有限公司,0.11926424226134817,C,0.15,0.0013467264940905772,300.0,0.0,0.0
E293,***物资有限公司,0.30004250641684754,C,,0.0,211.676917,0.0,0.0
E295,***电器设备制造有限公司,0.20892512248980302,C,,0.0,300.0,0.0,0.0
E296,***装饰设计工程有限公司,0.13024300884375656,C,0.15,2.3120350679929315e-05,300.0,0.0,0.0
E297,***建筑机械租赁有限公司,0.23827665982461171,C,,0.0,300.0,0.0,0.0
E300,***建设工程有限公司,0.15846174027141272,C,,0.0,300.0,0.0,0.0
E302,***机电设备有限公司,0.18444728615664086,C,,0.0,261.83790925,0.0,0.0
E307,***通信工程有限公司,0.29371205686172236,C,,0.0,181.58960249999998,0.0,0.0
E315,***轮胎有限公司,0.14971481791042626,C,,0.0,293.4574795,0.0,0.0
E316,个体经营E316 ,0.24252479936754925,C,,0.0,300.0,0.0,0.0
E317,***科技有限公司,0.1314628303991735,C,,0.0,181.28791675,0.0,0.0
E320,***建筑设计有限公司,0.20449416911049453,C,,0.0,225.45212374999997,0.0,0.0
E322,***装饰工程设计有限公司,0.18968274253531056,C,,0.0,300.0,0.0,0.0
E323,***建筑装饰工程有限公司,0.16848150793529068,C,,0.0,174.55247975,0.0,0.0
E324,***汽贸有限公司,0.12265341345267206,C,0.15,0.0009381261493947864,300.0,0.0,0.0
E326,***包装材料有限公司,0.24078050838595072,C,,0.0,300.0,0.0,0.0
E327,个体经营E327 ,0.2445235567453328,C,,0.0,300.0,0.0,0.0
E328,***科技有限公司,0.195264185379731,C,,0.0,248.77356425000002,0.0,0.0
E331,***广告有限公司,0.23861395294374083,C,,0.0,160.33133825000002,0.0,0.0
E332,***商贸有限公司,0.26639852622777044,C,,0.0,300.0,0.0,0.0
E333,***房地产营销策划有限公司,0.1593637151936307,C,,0.0,193.80831175000003,0.0,0.0
E334,***机械科技有限公司,0.27302353913395516,C,,0.0,210.666429,0.0,0.0
E338,***商贸有限公司,0.14266545277638548,C,,0.0,199.4040945,0.0,0.0
E339,***居益卫浴家俬厂,0.34438754672325944,C,,0.0,106.2463635,0.0,0.0
E341,***纺织品有限公司,0.26433923408095944,C,,0.0,92.5127415,0.0,0.0
E342,***裕华机械厂,0.3736209292123489,C,,0.0,148.50285125,0.0,0.0
E344,***机械有限公司,0.3261609585066151,C,,0.0,66.100724,0.0,0.0
E346,个体经营E346 ,0.3222850799714046,C,,0.0,64.53953175,0.0,0.0
E350,***演艺设备有限公司,0.3465071963655546,C,,0.0,43.1635005,0.0,0.0
E351,***文化传播有限公司,0.15584485347708302,C,,0.0,32.905564,0.0,0.0
E352,***居装饰工程有限公司,0.13016743448220142,C,0.15,3.223163731562471e-05,72.09584975,0.0,0.0
E353,***税务师事务所有限公司,0.21252525398950045,C,,0.0,89.08707675,0.0,0.0
E354,***广告有限公司,0.20253335733496616,C,,0.0,62.29252950000001,0.0,0.0
E360,***建筑劳务有限公司,0.3587684090600913,C,,0.0,77.43607225000001,0.0,0.0
E361,***勘察设计工程有限公司,0.1297144936817775,C,0.15,8.683842957615421e-05,138.0864575,0.0,0.0
E362,***建材有限公司,0.3429955485493481,C,,0.0,122.1777435,0.0,0.0
E363,***建筑工程设计有限公司,0.40769523715569256,C,,0.0,38.5084185,0.0,0.0
E364,***电子有限公司,0.2403178096767142,C,,0.0,55.49879425,0.0,0.0
E367,***电子商务有限公司,0.12272107559502259,C,0.15,0.000929968764262382,58.16690500000001,0.0,0.0
E370,***设计服务部,0.22536606059105108,C,,0.0,54.72898000000001,0.0,0.0
E372,***汽车维修有限责任公司,0.240332316956987,C,,0.0,59.54332875,0.0,0.0
E376,***建筑装饰设计有限责任公司,0.28611674461454134,C,,0.0,20.24571225,0.0,0.0
E377,***文化传播有限公司,0.3430844762109283,C,,0.0,27.140980499999998,0.0,0.0
E378,***商贸有限公司,0.4167105754738909,C,,0.0,31.852892999999998,0.0,0.0
E379,***药业有限公司,0.37317474070018075,C,,0.0,65.42134175,0.0,0.0
E380,***建材有限公司,0.32857518771646393,C,,0.0,38.9068185,0.0,0.0
E382,***教育信息咨询有限公司***分公司,0.2670165402251133,C,,0.0,12.911335000000001,0.0,0.0
E383,***通讯器材经营部,0.24188928480015295,C,,0.0,25.022357250000002,0.0,0.0
E386,个体经营E386 ,0.35809566109670693,C,,0.0,136.38252624999998,0.0,0.0
E387,***农副产品经营部,0.19770362582172066,C,,0.0,22.561170999999998,0.0,0.0
E388,***商贸有限公司,0.2845057785789004,C,,0.0,29.279496999999996,0.0,0.0
E392,***科技有限公司,0.1889450275200469,C,,0.0,29.256742,0.0,0.0
E400,***办公用品经营部,0.28877953530136885,C,,0.0,22.3117815,0.0,0.0
E409,***塑胶有限公司,0.3746793067038983,C,,0.0,6.2687,0.0,0.0
E410,***网络科技有限公司,0.3984595741081506,C,,0.0,10.60958275,0.0,0.0
E411,***机电设备有限公司,0.2930033239756246,C,,0.0,10.26458925,0.0,0.0
E412,***汽车贸易有限公司,0.35787722747147965,C,,0.0,8.79426675,0.0,0.0
E415,***广告设计服务部,0.29086173303780916,C,,0.0,2.2181215,0.0,0.0
E217,个体经营E217 ,0.7535430565022911,D,,0.0,0.0,0.0,0.0
E242,个体经营E242 ,0.7428367463940639,D,,0.0,0.0,0.0,0.0
E264,个体经营E264 ,0.8037587798744649,D,,0.0,0.0,0.0,0.0
E291,***文业建设工程有限公司,0.5274412369884016,D,,0.0,0.0,0.0,0.0
E345,***科技有限公司,0.45767627026448254,D,,0.0,0.0,0.0,0.0
E347,***不锈钢材料有限公司,0.46030011316766023,D,,0.0,0.0,0.0,0.0
E349,***营销策划广告有限公司,0.4859368573687201,D,,0.0,0.0,0.0,0.0
E365,***信息技术有限公司,0.4375850737295603,D,,0.0,0.0,0.0,0.0
E368,***通信科技有限责任公司,0.6625103522592571,D,,0.0,0.0,0.0,0.0
E369,***网络技术有限公司,0.6367527390638059,D,,0.0,0.0,0.0,0.0
E371,***自动化科技有限公司,0.5966930505711201,D,,0.0,0.0,0.0,0.0
E373,个体经营E373 ,0.7155910524991177,D,,0.0,0.0,0.0,0.0
E381,***通信网络工程有限公司,0.6432960136328175,D,,0.0,0.0,0.0,0.0
E384,个体经营E384 ,0.5950149960334261,D,,0.0,0.0,0.0,0.0
E385,***装饰工程有限公司,0.7977619418730731,D,,0.0,0.0,0.0,0.0
E389,***清洁服务有限公司,0.43455567415032814,D,,0.0,0.0,0.0,0.0
E390,***建筑工程有限公司,0.8007071028375984,D,,0.0,0.0,0.0,0.0
E394,***环保设计研究院（有限合伙）,0.698106926433967,D,,0.0,0.0,0.0,0.0
E395,***网络科技有限公司,0.6003533756943774,D,,0.0,0.0,0.0,0.0
E396,***文化传播有限公司,0.7171074937444228,D,,0.0,0.0,0.0,0.0
E398,***医疗管理咨询有限公司,0.6518860641289469,D,,0.0,0.0,0.0,0.0
E399,***装饰工程有限公司,0.8404026494844677,D,,0.0,0.0,0.0,0.0
E401,***遮阳技术发展中心,0.9043026595693192,D,,0.0,0.0,0.0,0.0
E402,***商贸有限公司,0.7329429160126968,D,,0.0,0.0,0.0,0.0
E403,***机械有限公司,0.439527039476072,D,,0.0,0.0,0.0,0.0
E404,个体经营E404 ,0.9469197658845813,D,,0.0,0.0,0.0,0.0
