企业代号,信誉评级,PD,rate_opt,profit_unit,cap_wan,amount_wan,expected_profit
E23,B,0.012199779314873765,0.0585,0.03177912925671223,500.0,500.0,15.889564628356116
E28,B,0.11042183691283051,0.15,0.002626806054753209,500.0,0.0,0.0
E30,B,0.04932848376204668,0.1065,0.015299413942064575,500.0,0.0,0.0
E32,B,0.06244937437708366,0.1185,0.011577689937043851,500.0,0.0,0.0
E33,B,0.018004051814576438,0.0825,0.028449672916503733,500.0,0.0,0.0
E34,B,0.031988484457667006,0.0945,0.021677341064466844,500.0,0.0,0.0
E35,B,0.05996026802923605,0.1185,0.012240234608176151,500.0,0.0,0.0
E37,B,0.05640726741633923,0.1185,0.013185964237060897,500.0,0.0,0.0
E38,B,0.056589078554666244,0.1185,0.013137570161430013,500.0,0.0,0.0
E43,B,0.13745710357622398,,0.0,500.0,0.0,0.0
E45,B,0.09820011814451692,0.1425,0.0047862586574177095,500.0,0.0,0.0
E5,B,0.02844510772028437,0.0825,0.023346551599941125,500.0,0.0,0.0
E51,B,0.03086745005817619,0.0825,0.022162618965910305,500.0,0.0,0.0
E57,B,0.0835829568410181,0.1425,0.007423692432381438,500.0,0.0,0.0
E58,B,0.07801823260535443,0.1425,0.008427758224826757,500.0,0.0,0.0
E60,B,0.17717843180644754,,0.0,297.4759025,0.0,0.0
E61,B,0.06870228229176166,0.1425,0.010108672972416789,441.776604,0.0,0.0
E62,B,0.07718795036567362,0.1425,0.008577569421147242,320.19453175,0.0,0.0
E63,B,0.04583334830381209,0.1065,0.016439065261371094,500.0,0.0,0.0
E65,B,0.05184195284714005,0.1065,0.014479852470673231,207.247724,0.0,0.0
E66,B,0.04534502016899391,0.1065,0.016598293368478893,130.63278875,0.0,0.0
E67,B,0.13875575113430486,,0.0,159.763889,0.0,0.0
E70,B,0.22294865967832284,,0.0,280.44982925,0.0,0.0
E71,B,0.04781705088646133,0.1065,0.015792243616704466,319.873183,0.0,0.0
E74,B,0.01797820894565626,0.0825,0.02846230375542067,109.8288075,0.0,0.0
E76,B,0.1226092153462522,0.15,0.0010271475163754638,107.4672545,0.0,0.0
E79,B,0.25752857016658004,,0.0,90.73979825,0.0,0.0
E83,B,0.19250940411780418,,0.0,90.747638,0.0,0.0
E85,B,0.13063935922943928,,0.0,75.75537925,0.0,0.0
E93,B,0.18228080960239082,,0.0,39.5418205,0.0,0.0
E95,B,0.027195849549337396,0.0825,0.023957133140699315,61.350046999999996,0.0,0.0
E97,B,0.14603447132411784,,0.0,24.784632000000002,0.0,0.0
E98,B,0.14823337030580688,,0.0,46.3672505,0.0,0.0
E104,C,0.37455370391902915,,0.0,8.51286475,0.0,0.0
E105,C,0.29208403081033607,,0.0,24.019222,0.0,0.0
E11,C,0.02290957465824224,0.0825,0.027104830742543735,300.0,0.0,0.0
E110,C,0.42274483592680695,,0.0,6.6845905,0.0,0.0
E14,C,0.012305204731987335,0.0665,0.032518474758466503,300.0,300.0,9.75554242753995
E25,C,0.04639549265608194,0.1105,0.01703861504899254,300.0,0.0,0.0
E29,C,0.11755329725392571,0.15,0.0015529989661268047,300.0,0.0,0.0
E3,C,0.002473707434395769,0.0585,0.03966535517334641,300.0,300.0,11.899606552003924
E39,C,0.16049168502783726,,0.0,300.0,0.0,0.0
E4,C,0.00698893792174551,0.0585,0.03627290519988834,300.0,300.0,10.881871559966504
E40,C,0.020377599772750995,0.0825,0.02839235459689681,300.0,0.0,0.0
E41,C,0.03611058877846925,0.0905,0.020954814141180278,300.0,0.0,0.0
E44,C,0.09133598148154662,0.1425,0.0062192079454087175,300.0,0.0,0.0
E46,C,0.014748892490285019,0.0825,0.03125458476231955,300.0,300.0,9.376375428695864
E47,C,0.03801755837908998,0.0905,0.0201024003073082,300.0,0.0,0.0
E49,C,0.02952844022204727,0.0905,0.023897029100594894,300.0,0.0,0.0
E50,C,0.13528261626479393,,0.0,300.0,0.0,0.0
E53,C,0.025832232076485155,0.0825,0.025618642563643355,300.0,0.0,0.0
E55,C,0.1122302909272579,0.1425,0.0023275000444850148,300.0,0.0,0.0
E56,C,0.11091298664247948,0.1425,0.0025728569684031247,300.0,0.0,0.0
E68,C,0.06584950972450665,0.1425,0.01096623745414896,161.28500400000001,0.0,0.0
E69,C,0.050196229897445765,0.1105,0.015819254634064087,110.71608025,0.0,0.0
E72,C,0.15214390479839865,,0.0,110.676721,0.0,0.0
E73,C,0.22423423869915196,,0.0,171.45939875,0.0,0.0
E75,C,0.02396363907892351,0.0825,0.02656883289618726,177.3022115,0.0,0.0
E77,C,0.25352249425728757,,0.0,113.77999125000001,0.0,0.0
E78,C,0.12334619099565199,0.15,0.000854604507412303,252.59067625000003,0.0,0.0
E80,C,0.27670467662003845,,0.0,92.68952325000001,0.0,0.0
E86,C,0.09028294761307974,0.1425,0.006415342698581619,144.74896025,0.0,0.0
E87,C,0.4098831091685784,,0.0,102.57260050000001,0.0,0.0
E90,C,0.17586599425729768,,0.0,116.91997725,0.0,0.0
E92,C,0.509120810666098,,0.0,63.97669775000001,0.0,0.0
E94,C,0.2816340022459479,,0.0,31.5270315,0.0,0.0
E96,C,0.3640295352551036,,0.0,38.288430749999996,0.0,0.0
E100,D,0.574388084527713,,0.0,0.0,0.0,0.0
E101,D,0.9618913901979053,,0.0,0.0,0.0,0.0
E102,D,0.7738891342159566,,0.0,0.0,0.0,0.0
E103,D,0.6306731180564425,,0.0,0.0,0.0,0.0
E107,D,0.7797230265922904,,0.0,0.0,0.0,0.0
E108,D,0.8833634200488742,,0.0,0.0,0.0,0.0
E109,D,0.5936771570663695,,0.0,0.0,0.0,0.0
E111,D,0.6204279892770707,,0.0,0.0,0.0,0.0
E112,D,0.9225121020302632,,0.0,0.0,0.0,0.0
E113,D,0.9277224960995328,,0.0,0.0,0.0,0.0
E114,D,0.7425168597020002,,0.0,0.0,0.0,0.0
E115,D,0.9488033307232836,,0.0,0.0,0.0,0.0
E116,D,0.6570743188194008,,0.0,0.0,0.0,0.0
E117,D,0.7261676047396436,,0.0,0.0,0.0,0.0
E118,D,0.413236910539658,,0.0,0.0,0.0,0.0
E119,D,0.9493499952296577,,0.0,0.0,0.0,0.0
E120,D,0.938682211703294,,0.0,0.0,0.0,0.0
E121,D,0.6541440393562361,,0.0,0.0,0.0,0.0
E122,D,0.5991533926908537,,0.0,0.0,0.0,0.0
E123,D,0.9262383885746246,,0.0,0.0,0.0,0.0
E36,D,0.06612585180412921,,0.0,0.0,0.0,0.0
E52,D,0.29088066495611303,,0.0,0.0,0.0,0.0
E82,D,0.6741344492778311,,0.0,0.0,0.0,0.0
E99,D,0.7999862174835664,,0.0,0.0,0.0,0.0
