企业代号,tier,PD_base,amount_wan_base,PD_shock,amount_wan_shock,cluster_label,impact,delta_wan,action
E167,A,0.0165354979970992,0.0,0.01901582269666408,0.0,大型批发-制造型,0.15,0.0,不贷
E168,A,0.0005020120676651,1000.0,0.00060241448119812,1000.0,购销失衡-贸易中介型,0.2,0.0,维持
E169,A,0.0110588190082772,0.0,0.012717641859518779,0.0,大型批发-制造型,0.15,0.0,不贷
E170,A,0.0296496877199183,0.0,0.03557962526390196,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E171,A,0.0053853007866609,1000.0,0.006193095904660034,1000.0,大型批发-制造型,0.15,0.0,维持
E172,A,0.0288345216890989,0.0,0.03315969994246373,0.0,大型批发-制造型,0.15,0.0,不贷
E173,A,0.0232549298416189,0.0,0.026743169317861734,0.0,大型批发-制造型,0.15,0.0,不贷
E174,A,0.0413198117102242,0.0,0.04751778346675782,0.0,大型批发-制造型,0.15,0.0,不贷
E175,A,0.0296171559612607,0.0,0.0340597293554498,0.0,大型批发-制造型,0.15,0.0,不贷
E176,A,0.0326578710199589,0.0,0.037556551672952736,0.0,大型批发-制造型,0.15,0.0,不贷
E177,A,0.0332873275508947,0.0,0.038280426683528906,0.0,大型批发-制造型,0.15,0.0,不贷
E178,A,0.0279092573610232,0.0,0.03209564596517668,0.0,大型批发-制造型,0.15,0.0,不贷
E179,A,0.0253675007406319,0.0,0.030441000888758278,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E180,A,0.0189560689963901,0.0,0.02179947934584861,0.0,大型批发-制造型,0.15,0.0,不贷
E181,A,0.0412243582857596,0.0,0.047408012028623533,0.0,大型批发-制造型,0.15,0.0,不贷
E182,A,0.0453463575246554,0.0,0.05214831115335371,0.0,大型批发-制造型,0.15,0.0,不贷
E183,A,0.0357542353983462,0.0,0.04111737070809812,0.0,大型批发-制造型,0.15,0.0,不贷
E184,A,0.0579076373731615,0.0,0.0694891648477938,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E185,A,0.0143052652240701,0.0,0.016451055007680616,0.0,大型批发-制造型,0.15,0.0,不贷
E186,A,0.0517049828056641,0.0,0.06204597936679692,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E188,A,0.0325294479304801,0.0,0.037408865120052114,0.0,大型批发-制造型,0.15,0.0,不贷
E189,A,0.0599507133797727,0.0,0.07194085605572724,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E190,A,0.0176500118859612,0.0,0.02118001426315344,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E191,A,0.0334166553310551,0.0,0.038429153630713364,0.0,大型批发-制造型,0.15,0.0,不贷
E193,A,0.0132827385401951,0.0,0.015275149321224363,0.0,大型批发-制造型,0.15,0.0,不贷
E194,A,0.008085705744357,164.37212049999926,0.00929856160601055,247.93490844999906,大型批发-制造型,0.15,83.5627879499998,加码
E195,A,0.0225297413819592,0.0,0.025909202589253076,0.0,大型批发-制造型,0.15,0.0,不贷
E196,A,0.0311620783466683,0.0,0.03583639009866854,0.0,大型批发-制造型,0.15,0.0,不贷
E197,A,0.020772543945812,0.0,0.023888425537683798,0.0,大型批发-制造型,0.15,0.0,不贷
E199,A,0.0469123395205965,0.0,0.0562948074247158,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E201,A,0.0425432245039909,0.0,0.048924708179589535,0.0,大型批发-制造型,0.15,0.0,不贷
E203,A,0.0658698357830048,0.0,0.07904380293960576,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E204,A,0.0362594081997361,0.0,0.04169831942969651,0.0,大型批发-制造型,0.15,0.0,不贷
E205,A,0.0420743793815096,0.0,0.048385536288736035,0.0,大型批发-制造型,0.15,0.0,不贷
E206,A,0.0135274401415265,0.0,0.015556556162755475,0.0,大型批发-制造型,0.15,0.0,不贷
E207,A,0.0272302139235187,0.0,0.03267625670822244,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E208,A,0.0386772836439449,0.0,0.04447887619053663,0.0,大型批发-制造型,0.15,0.0,不贷
E209,A,0.0136258482090096,0.0,0.015669725440361038,0.0,大型批发-制造型,0.15,0.0,不贷
E210,A,0.0711932436721867,0.0,0.08543189240662404,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E211,A,0.0077614708564582,1000.0,0.00892569148492693,1000.0,大型批发-制造型,0.15,0.0,维持
E212,A,0.0184840939938735,0.0,0.0221809127926482,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E213,A,0.037588357978119,0.0,0.043226611674836844,0.0,大型批发-制造型,0.15,0.0,不贷
E214,A,0.0172031180594539,0.0,0.019783585768371983,0.0,大型批发-制造型,0.15,0.0,不贷
E216,A,0.0430178809156367,0.0,0.05162145709876404,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E220,A,0.0182689139474258,0.0,0.021009251039539666,0.0,大型批发-制造型,0.15,0.0,不贷
E221,A,0.013729409690069,0.0,0.015788821143579348,0.0,大型批发-制造型,0.15,0.0,不贷
E222,A,0.0495877161893719,0.0,0.057025873617777674,0.0,大型批发-制造型,0.15,0.0,不贷
E224,A,0.0545709472952901,0.0,0.0627565893895836,0.0,大型批发-制造型,0.15,0.0,不贷
E225,A,0.0142107754773879,0.0,0.016342391798996082,0.0,大型批发-制造型,0.15,0.0,不贷
E226,A,0.0710599447521385,0.0,0.08527193370256621,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E227,A,0.0357751973920574,0.0,0.04114147700086601,0.0,大型批发-制造型,0.15,0.0,不贷
E228,A,0.0267812742535515,0.0,0.030798465391584224,0.0,大型批发-制造型,0.15,0.0,不贷
E230,A,0.0132729110319553,0.0,0.015927493238346357,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E231,A,0.0493342697566188,0.0,0.05920112370794256,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E234,A,0.0574030371464237,0.0,0.06888364457570843,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E235,A,0.047011347821138,0.0,0.05406304999430869,0.0,大型批发-制造型,0.15,0.0,不贷
E236,A,0.0442083622057651,0.0,0.05305003464691812,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E238,A,0.0104581479527269,0.0,0.012026870145635934,0.0,大型批发-制造型,0.15,0.0,不贷
E243,A,0.0533090083658397,0.0,0.06397081003900763,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E246,A,0.0335289702182512,0.0,0.03855831575098888,0.0,大型批发-制造型,0.15,0.0,不贷
E250,A,0.0438440492228621,0.0,0.050420656606291414,0.0,大型批发-制造型,0.15,0.0,不贷
E253,A,0.0475631837262988,0.0,0.054697661285243615,0.0,大型批发-制造型,0.15,0.0,不贷
E254,A,0.0420994880981412,0.0,0.05051938571776944,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E258,A,0.01086935653816,0.0,0.012499760018883999,0.0,大型批发-制造型,0.15,0.0,不贷
E259,A,0.029028814799463,0.0,0.03338313701938245,0.0,大型批发-制造型,0.15,0.0,不贷
E261,A,0.0705857346861349,0.0,0.08117359488905512,0.0,大型批发-制造型,0.15,0.0,不贷
E263,A,0.0404194585093322,0.0,0.048503350211198636,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E265,A,0.071013950058544,0.0,0.08521674007025279,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E267,A,0.0457442541826312,0.0,0.05489310501915744,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E268,A,0.0030810897694623,687.39779575,0.0036973077233547597,618.658016175,购销失衡-贸易中介型,0.2,-68.73977957500006,收缩
E273,A,0.0128928888085467,0.0,0.014826822129828703,0.0,大型批发-制造型,0.15,0.0,不贷
E274,A,0.0583839695101432,0.0,0.07006076341217184,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E281,A,0.0712547473960305,0.0,0.08194295950543506,0.0,大型批发-制造型,0.15,0.0,不贷
E282,A,0.0201464832298676,0.0,0.023168455714347738,0.0,大型批发-制造型,0.15,0.0,不贷
E289,A,0.0211133730820149,0.0,0.02428037904431713,0.0,大型批发-制造型,0.15,0.0,不贷
E298,A,0.0223609215235194,0.0,0.02571505975204731,0.0,大型批发-制造型,0.15,0.0,不贷
E299,A,0.0388621270384919,0.0,0.04469144609426568,0.0,大型批发-制造型,0.15,0.0,不贷
E301,A,0.0520380486244828,0.0,0.06244565834937936,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E303,A,0.0500403744759195,0.0,0.060048449371103395,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E305,A,0.0155601359685866,0.0,0.01867216316230392,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E308,A,0.0212973093252281,0.0,0.02449190572401231,0.0,大型批发-制造型,0.15,0.0,不贷
E310,A,0.0292050845429086,0.0,0.033585847224344885,0.0,大型批发-制造型,0.15,0.0,不贷
E311,A,0.0599337522084621,0.0,0.07192050265015452,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E314,A,0.0601477208311092,0.0,0.07217726499733103,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E321,A,0.0646733853577333,0.0,0.07437439316139328,0.0,大型批发-制造型,0.15,0.0,不贷
E325,A,0.033181689360382,0.0,0.0381589427644393,0.0,大型批发-制造型,0.15,0.0,不贷
E329,A,0.031170846461469,0.0,0.042080642722983154,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E330,A,0.0412346413796875,0.0,0.04741983758664062,0.0,大型批发-制造型,0.15,0.0,不贷
E335,A,4.781497792358785e-07,148.23008375,5.737797350830542e-07,133.407075375,购销失衡-贸易中介型,0.2,-14.823008375,收缩
E337,A,0.068335608500192,0.0,0.09225307147525921,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E343,A,0.0377009732242119,0.0,0.050896313852686066,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E348,A,0.0529403210364536,0.0,0.07146943339921237,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E358,A,0.0444239376423386,0.0,0.05997231581715712,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E359,A,0.0700819306198507,0.0,0.09461060633679845,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E374,A,0.0664320383942447,0.0,0.08968325183223036,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E375,A,0.0523446712221866,0.0,0.07066530614995191,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E391,A,0.0704739288838597,0.0,0.0951398039932106,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E393,A,0.0583434626617503,0.0,0.0787636745933629,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E192,B,0.1105241074102354,0.0,0.13262892889228248,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E198,B,0.0849508581220245,0.0,0.1019410297464294,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E200,B,0.0742048568052076,0.0,0.0890458281662491,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E202,B,0.1057097538157931,0.0,0.12685170457895173,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E215,B,0.0748160830571579,0.0,0.08977929966858947,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E219,B,0.1126401533376488,0.0,0.13516818400517855,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E229,B,0.0858308892738056,0.0,0.09870552266487644,0.0,大型批发-制造型,0.15,0.0,不贷
E232,B,0.0922515309063819,0.0,0.11070183708765828,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E237,B,0.1130655237816503,0.0,0.13567862853798035,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E239,B,0.1141458023654849,0.0,0.13697496283858188,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E241,B,0.0998715692636601,0.0,0.11984588311639212,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E245,B,0.1038610841244682,0.0,0.12463330094936184,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E248,B,0.0781724633801917,0.0,0.09380695605623003,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E252,B,0.1005881232912179,0.0,0.12070574794946147,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E256,B,0.0743554422922944,0.0,0.08550875863613856,0.0,大型批发-制造型,0.15,0.0,不贷
E260,B,0.0756383285854835,0.0,0.08698407787330602,0.0,大型批发-制造型,0.15,0.0,不贷
E266,B,0.1078795904946402,0.0,0.12945550859356825,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E271,B,0.1113241119193405,0.0,0.1335889343032086,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E272,B,0.1056843062930558,0.0,0.12682116755166695,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E275,B,0.0774771843393629,0.0,0.09297262120723548,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E276,B,0.1119112871333942,0.0,0.13429354456007303,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E280,B,0.1032752372788437,0.0,0.11876652287067024,0.0,大型批发-制造型,0.15,0.0,不贷
E292,B,0.0980736001268435,0.0,0.11278464014587002,0.0,大型批发-制造型,0.15,0.0,不贷
E294,B,0.0992869633462574,0.0,0.11914435601550888,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E304,B,0.1021334297866654,0.0,0.1174534442546652,0.0,大型批发-制造型,0.15,0.0,不贷
E306,B,0.0779926931136592,0.0,0.09359123173639103,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E309,B,0.0840923883582129,0.0,0.10091086602985547,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E312,B,0.1183287641125457,0.0,0.13607807872942754,0.0,大型批发-制造型,0.15,0.0,不贷
E313,B,0.1143395511579048,0.0,0.13720746138948575,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E318,B,0.0778349609442399,0.0,0.09340195313308788,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E319,B,0.111109133210031,0.0,0.12777550319153563,0.0,大型批发-制造型,0.15,0.0,不贷
E336,B,0.1158731236962367,0.0,0.13904774843548404,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E340,B,0.0836463482279957,0.0,0.10037561787359484,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E355,B,0.1167872883809854,0.0,0.1343053816381332,0.0,大型批发-制造型,0.15,0.0,不贷
E356,B,0.085446588328735,0.0,0.11535289424379226,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E357,B,0.0781156919806503,0.0,0.1054561841738779,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E366,B,0.1173995642325729,0.0,0.1408794770790875,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E397,B,0.1076999861686345,0.0,0.1453949813276566,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E187,C,0.3267287035188339,0.0,0.40841087939854237,0.0,大额低频-项目工程型,0.25,0.0,不贷
E218,C,0.1763663573432977,0.0,0.21163962881195722,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E223,C,0.1264878830305748,0.0,0.15178545963668974,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E233,C,0.320012267616253,0.0,0.3840147211395036,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E240,C,0.425457655037833,0.0,0.5318220687972912,0.0,大额低频-项目工程型,0.25,0.0,不贷
E244,C,0.1442169340931626,0.0,0.17306032091179513,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E247,C,0.182162490943333,0.0,0.2185949891319996,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E249,C,0.1471158004772237,0.0,0.17653896057266844,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E251,C,0.2101215076550131,0.0,0.2521458091860157,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E255,C,0.1291854567610816,0.0,0.1550225481132979,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E257,C,0.1334811333381305,0.0,0.16017736000575658,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E262,C,0.129922481272346,0.0,0.1494108534631979,0.0,大型批发-制造型,0.15,0.0,不贷
E269,C,0.1654162787070825,0.0,0.198499534448499,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E270,C,0.144828811085288,0.0,0.1737945733023456,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E277,C,0.1949552891774324,0.0,0.2339463470129189,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E278,C,0.203195463150043,0.0,0.2438345557800516,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E279,C,0.1226642056252084,0.0,0.14719704675025008,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E283,C,0.1459693783736123,0.0,0.17516325404833474,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E284,C,0.1412623079498506,0.0,0.16245165414232818,0.0,大型批发-制造型,0.15,0.0,不贷
E285,C,0.1405890885651284,0.0,0.16870690627815407,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E286,C,0.2355742031535035,0.0,0.2826890437842042,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E287,C,0.1973385596223485,0.0,0.2368062715468182,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E288,C,0.1639776982165889,0.0,0.19677323785990666,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E290,C,0.1192642422613481,0.0,0.1371538786005503,0.0,大型批发-制造型,0.15,0.0,不贷
E293,C,0.3000425064168475,0.0,0.360051007700217,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E295,C,0.208925122489803,0.0,0.25071014698776356,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E296,C,0.1302430088437565,0.0,0.1562916106125078,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E297,C,0.2382766598246117,0.0,0.285931991789534,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E300,C,0.1584617402714127,0.0,0.19015408832569522,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E302,C,0.1844472861566408,0.0,0.22133674338796896,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E307,C,0.2937120568617223,0.0,0.35245446823406673,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E315,C,0.1497148179104262,0.0,0.17217204059699012,0.0,大型批发-制造型,0.15,0.0,不贷
E316,C,0.2425247993675492,0.0,0.291029759241059,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E317,C,0.1314628303991735,0.0,0.1577553964790082,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E320,C,0.2044941691104945,0.0,0.2453930029325934,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E322,C,0.1896827425353105,0.0,0.2276192910423726,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E323,C,0.1684815079352906,0.0,0.2021778095223487,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E324,C,0.122653413452672,0.0,0.1471840961432064,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E326,C,0.2407805083859507,0.0,0.2889366100631408,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E327,C,0.2445235567453328,0.0,0.29342826809439937,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E328,C,0.195264185379731,0.0,0.2343170224556772,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E331,C,0.2386139529437408,0.0,0.28633674353248895,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E332,C,0.2663985262277704,0.0,0.31967823147332447,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E333,C,0.1593637151936307,0.0,0.19123645823235685,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E334,C,0.2730235391339551,0.0,0.3276282469607461,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E338,C,0.1426654527763854,0.0,0.17119854333166248,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E339,C,0.3443875467232594,0.0,0.41326505606791125,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E341,C,0.2643392340809594,0.0,0.3172070808971513,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E342,C,0.3736209292123489,0.0,0.44834511505481867,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E344,C,0.3261609585066151,0.0,0.3913931502079381,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E346,C,0.3222850799714046,0.0,0.43508485796139623,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E350,C,0.3465071963655546,0.0,0.4677847150934987,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E351,C,0.155844853477083,0.0,0.21039055219406205,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E352,C,0.1301674344822014,0.0,0.15620092137864167,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E353,C,0.2125252539895004,0.0,0.25503030478740046,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E354,C,0.2025333573349661,0.0,0.27342003240220425,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E360,C,0.3587684090600913,0.0,0.4305220908721095,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E361,C,0.1297144936817775,0.0,0.155657392418133,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E362,C,0.3429955485493481,0.0,0.4115946582592177,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E363,C,0.4076952371556925,0.0,0.489234284586831,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E364,C,0.2403178096767142,0.0,0.3244290430635642,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E367,C,0.1227210755950225,0.0,0.16567345205328038,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E370,C,0.225366060591051,0.0,0.30424418179791884,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E372,C,0.240332316956987,0.0,0.32444862789193246,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E376,C,0.2861167446145413,0.0,0.34334009353744954,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E377,C,0.3430844762109283,0.0,0.4631640428847532,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E378,C,0.4167105754738909,0.0,0.5625592768897527,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E379,C,0.3731747407001807,0.0,0.5037858999452439,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E380,C,0.3285751877164639,0.0,0.44357650341722626,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E382,C,0.2670165402251133,0.0,0.36047232930390294,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E383,C,0.2418892848001529,0.0,0.32655053448020643,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E386,C,0.3580956610967069,0.0,0.4297147933160482,0.0,购销失衡-贸易中介型,0.2,0.0,不贷
E387,C,0.1977036258217206,0.0,0.2668998948593228,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E388,C,0.2845057785789004,0.0,0.3840828010815156,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
E392,C,0.1889450275200469,0.0,0.25507578715206336,0.0,高频小额-零售餐饮型,0.35,0.0,不贷
