企业代号,企业名称,in_n_inv,in_n_void,in_void_share,in_neg_share,in_sum_amt,in_net_amt,in_sum_amt_pos,in_sum_tax,in_avg_inv,in_max_inv,in_n_counterpart,in_hhi,in_n_active_month,in_cv_month,in_growth,in_tax_ratio,in_inv_per_active_month,out_n_inv,out_n_void,out_void_share,out_neg_share,out_sum_amt,out_net_amt,out_sum_amt_pos,out_sum_tax,out_avg_inv,out_max_inv,out_n_counterpart,out_hhi,out_n_active_month,out_cv_month,out_growth,out_tax_ratio,out_inv_per_active_month,out_in_ratio
E134,***工程咨询有限公司,1695,31,0.018289085545722714,0.004129793510324484,4079320.63,4072204.37,4075762.5,372725.02,2406.678837758112,1219827.59,583,0.10521543410194448,36,2.3368146875167253,9.471130484349649,0.08385397996164795,47.083333333333336,3070,235,0.07654723127035831,0.018892508143322474,137624949.2,131814961.92,134719955.56,7908899.94,44828.97368078175,94339.62,1762,0.007618538734485332,37,0.8683707129563312,1.637698623652086,0.05660378860644812,82.97297297297297,33.7372228571305
E135,***建设工程有限公司,2891,44,0.015219647180906262,0.0017295053614666206,26161025.25,25578736.53,25869880.89,1901391.84,9049.126686267728,968446.61,366,0.04833544047274892,31,1.6681467300181536,168.40435931759836,0.06919151957367657,93.25806451612904,413,46,0.11138014527845036,0.03389830508474576,173259990.82,156807166.52,165033578.67,9191249.34,419515.7162711864,999047.62,78,0.08859222223202244,35,0.9560522597905979,0.1808174542470368,0.05536950031951949,11.8,6.622828775412768
E136,***机械有限责任公司,1288,2,0.0015527950310559005,0.0007763975155279503,114722610.36,114717808.96,114720209.66,17618660.87,89070.3496583851,99983.01,16,0.9993234331155546,28,1.3909933637845218,1.9003438786343947,0.13313533973388447,46.0,1355,71,0.05239852398523985,0.002952029520295203,124332895.44,123727767.2,124030331.32,19085044.9,91758.5944206642,99993.49,4,0.5800703291067657,28,1.330682413296863,2.014537794024555,0.13363678383866792,48.392857142857146,1.0837697560214405
E137,***建设工程有限公司,3281,140,0.04266991770801585,0.011581834806461445,121599778.92,115811435.5,118705607.21000001,5801002.71,37061.80399878086,999523.81,679,0.03657158671996608,37,1.0570705208567428,0.8406018594858105,0.047700735182883564,88.67567567567568,254,23,0.09055118110236221,0.023622047244094488,166351479.38,158948125.44,162649802.41,11574087.34,654927.0841732284,961165.05,26,0.13044199149607041,30,1.4045324627261435,0.970026930748501,0.06787436751675491,8.466666666666667,1.3680245215695823
E138,个体经营E138 ,520,8,0.015384615384615385,0.04807692307692308,21125930.87,21110979.59,21118455.23,3136660.92,40626.79013461539,728761.06,54,0.1716916509911111,36,1.537900194384831,0.5551553570164544,0.129359428547549,14.444444444444445,1492,53,0.035522788203753354,0.00804289544235925,112506654.18,111172136.3,111839395.24,16851222.9,75406.60467828419,99974.36,121,0.04125318498333402,36,0.765129426629403,1.0860814247108777,0.13162615795508667,41.44444444444444,5.325524109319401
E139,个体经营E139 ,472,15,0.03177966101694915,0.00423728813559322,1683042.03,1671410.17,1677226.1,106232.54,3565.7670127118645,355339.81,77,0.12012072295519693,36,1.415899355929528,0.7567746843374072,0.05976034407949165,13.11111111111111,12822,613,0.04780845421931056,0.0025737014506317267,206237969.25,204891564.05,205564766.65,10850195.81,16084.695776789893,99999.9,169,0.10959035371808334,36,0.5742949083915853,-0.11569756318049981,0.05029251553821083,356.1666666666667,122.53881101828455
E140,***建筑工程有限公司,2074,51,0.02459016393442623,0.008678881388621022,9031150.2,7466027.72,8248588.96,533721.62,4354.460077145612,148543.68,564,0.11124693084704294,36,2.027515473644219,32.50459418499837,0.06671729291958041,57.611111111111114,845,119,0.1408284023668639,0.02603550295857988,233048206.25,225183702.37,229115954.31,7123929.1,275796.6937869823,970873.79,20,0.13216003361322923,37,0.8590918756835606,0.32968721126942857,0.030665927997806552,22.83783783783784,25.80493083261975
E141,***食品有限公司,1413,56,0.039631988676574664,0.0021231422505307855,40938570.96,40889943.78,40914257.37,2060162.59,28972.80322717622,277692.67,209,0.054335712787362364,36,1.1304187636436178,2.8040601199907993,0.04796641415163043,39.25,4740,282,0.05949367088607595,0.030379746835443037,175963478.46,167955634.28,171959556.37,2688282.61,37123.09672151899,99999.0,1191,0.01591028682839139,35,0.6263394461310102,0.9580329802669613,0.01575375588532062,135.42857142857142,4.298232066574315
E142,***运业有限公司,727,23,0.03163686382393398,0.015130674002751032,52254737.15,51125368.97,51690053.06,6966091.6,71877.21753782668,884955.75,96,0.23210537848163515,37,1.1971644774508712,2.207752515984757,0.1199159313890186,19.64864864864865,1476,110,0.07452574525745258,0.006775067750677507,104540508.87,103655285.41,104097897.14,10102030.24,70826.90302845529,99999.09,75,0.2822564839639844,37,0.7297331703430322,1.677467903327587,0.08880334580925917,39.891891891891895,2.000593909216516
E143,***电子科技有限公司,3714,135,0.036348949919224556,0.012116316639741519,35108929.29,34506824.31,34807876.8,3760526.42,9453.13120355412,411964.08,601,0.07672035000614313,38,0.9645581159030205,1.442799014900765,0.09826983964823845,97.73684210526316,1150,51,0.04434782608695652,0.018260869565217393,97678099.4,94909686.68,96293893.04,13121461.67,84937.47773913044,991150.44,77,0.3650952230533017,36,1.3056142516466573,15.498533066972993,0.12145998510993335,31.944444444444443,2.782144069196136
E144,***劳务有限公司,2478,44,0.01775625504439064,0.00443906376109766,9392673.83,8869539.75,9131106.79,702997.39,3790.4252744148507,999285.71,673,0.0723261949670013,30,2.501222992425471,47.78901218640357,0.07343898276063518,82.6,1360,115,0.08455882352941177,0.04264705882352941,125008946.42,114203593.82000001,119606270.12,5785417.62,91918.34295588236,99902.91,34,0.1244120592613034,27,1.4245019650482595,10.817551417149822,0.0482162287243526,50.370370370370374,13.30919700636512
E145,***工贸有限公司,2988,72,0.024096385542168676,0.006024096385542169,116243158.58,115379100.98,115811129.78,16377510.71,38903.332858099064,976143.73,378,0.14888113465182906,37,0.7171098091729375,0.1672795553531651,0.12430124378527119,80.75675675675676,4271,427,0.09997658627955983,0.018965113556544136,136018226.7,131309929.62,133664078.16,18487094.71,31846.92734722547,99999.06,412,0.08923115634306708,37,0.5149998724127425,0.1465485833386986,0.12341429873315295,115.43243243243244,1.1701181244691534
E146,***基础建设工程有限公司,3250,80,0.024615384615384615,0.0024615384615384616,134991392.14000002,133970889.52,134481140.83,15755715.45,41535.81296615385,999991.28,386,0.37884472023647814,37,1.1723295334485995,0.377909699724633,0.10522989854179153,87.83783783783784,1612,196,0.12158808933002481,0.02109181141439206,155903779.33,149589463.41,152746621.37,13657421.37,96714.50330645162,970873.79,65,0.08193377029124235,37,0.7490745276779238,0.7197650175188797,0.08366114543873503,43.567567567567565,1.1549164495489586
E147,***装饰工程有限责任公司,5991,388,0.06476381238524453,0.010682690702720748,160092012.81,156710030.75,158401021.78,9503744.52,26722.085262894343,999523.81,744,0.04852591877229964,37,0.7681387242170128,-0.07399407622119061,0.05717783922880027,161.9189189189189,2371,57,0.024040489245044285,0.010122311261071278,194314800.92,191687169.72,193000985.32,12454580.28,81954.78739772248,97087.38,150,0.05901455329429897,36,0.8726058354514917,-0.2306359268824542,0.06100947150693084,65.86111111111111,1.2137694911151888
E148,***商贸有限公司,546,35,0.0641025641025641,0.003663003663003663,30896215.86,30881079.54,30888647.7,1453781.15,56586.47593406594,970873.79,134,0.4762963284701599,36,2.3721778380598795,-0.8977276726461269,0.044960179786690764,15.166666666666666,281,11,0.03914590747330961,0.0035587188612099642,85878580.78999999,84582580.78999999,85230580.78999999,4229142.5,305617.7252313167,892678.1,189,0.01082734309801032,17,1.856735787831887,195.02217385244708,0.0476191919639982,16.529411764705884,2.7795824957704056
E149,***建筑劳务有限公司,293,8,0.027303754266211604,0.0,575370.73,575370.73,575370.73,71027.3,1963.722627986348,131533.27,111,0.18625425818315214,34,1.6927478504648787,-0.08076515940471021,0.10988167770251404,8.617647058823529,1226,79,0.06443719412724307,0.026101141924959218,113847774.37,108156679.99,111002227.18,6490247.51,92861.15364600327,99999.03,10,0.24412923461639785,26,1.3011571598286125,1.7547244901568686,0.05661074092020477,47.15384615384615,197.86855401907567
E150,***建设工程有限公司,3379,111,0.0328499556081681,0.004735128736312519,86960486.5,85861470.5,86410978.5,5322893.07,25735.568659366676,999285.71,465,0.035688295298344906,37,1.2984853381244625,1.2281882589485316,0.0583750641184631,91.32432432432432,464,54,0.11637931034482758,0.0021551724137931034,125752867.24,125749897.24,125751382.24,9843272.94,271019.11043103447,970873.79,135,0.06948225705936431,36,0.9471475734821024,1.3511642572327138,0.07259416478671492,12.88888888888889,1.4460920390550023
E151,***路桥工程有限公司,801,20,0.024968789013732832,0.0012484394506866417,11592117.52,11591777.9,11591947.709999999,1771770.88,14472.056828963794,993140.34,174,0.29368073988054505,31,3.150331148178931,-0.17642334081972882,0.13258236335034354,25.838709677419356,148,8,0.05405405405405406,0.0,108301814.89,108301814.89,108301814.89,6895942.17,731769.019527027,990990.99,5,0.27169541284287413,23,1.4632211822812504,2.0486987863587234,0.05986177462125667,6.434782608695652,9.34271195087056
E152,***运贸有限责任公司,912,21,0.023026315789473683,0.025219298245614034,7028479.86,6535665.04,6782072.45,319960.07,7706.666513157895,247148.52,149,0.19316002295034818,37,0.861445239782967,2.26003536461715,0.04667117365173429,24.64864864864865,1525,37,0.024262295081967214,0.005901639344262295,123247898.94,121868548.48,122558223.71,7110473.2,80818.29438688525,99999.01,15,0.6785837239975994,37,0.46228058110666975,0.7471143138824708,0.05512891249587279,41.21621621621622,17.535498627721754
E153,个体经营E153 ,71,0,0.0,0.0,87916.36,87916.36,87916.36,5160.64,1238.2585915492957,9708.74,33,0.4517010232399619,18,4.302899832299329,-0.5698703850708587,0.055444846739796085,3.9444444444444446,355,75,0.2112676056338028,0.0028169014084507044,305371053.97,303774351.27,304572702.62,17266815.01,860200.1520281691,995145.63,6,0.4878723685885941,29,1.4096684720493506,-0.5707578043238949,0.053783803523005325,12.241379310344827,3473.4269477262255
E154,***汽车销售服务有限公司,2696,39,0.014465875370919881,0.020029673590504452,135929083.75,124867586.73,130398335.24,18837884.49,50418.79961053412,816056.03,301,0.3875085954657405,30,0.8791036662339055,1.4421818397081134,0.1310867591197061,89.86666666666666,1923,107,0.05564222568902756,0.013000520020800831,78536019.25,77819943.65,78177981.45,11795556.82,40840.36362454498,99993.1,309,0.3590972500159146,30,0.9376426913894802,2.9812368326197944,0.13162406902976256,64.1,0.5777720049554884
E155,个体经营E155 ,417,19,0.045563549160671464,0.02158273381294964,78555300.41,76897608.05,77726454.23,11825623.31,188382.01537170264,2865843.33,50,0.16592286363463388,25,1.156114607540119,1.671497148808277,0.13328666155109706,16.68,1083,38,0.03508771929824561,0.008310249307479225,82162174.3,81123588.06,81642881.18,12295889.11,75865.35023084025,99568.97,57,0.07456522239600935,25,1.112679221263743,2.0741124901737007,0.1316201875934776,43.32,1.0459150925675902
E156,个体经营E156 ,611,19,0.031096563011456628,0.01800327332242226,2497570.35,2368742.0300000003,2433156.19,105824.59,4087.6765139116205,99902.91,153,0.17767861170532,32,2.1764307272274044,1.5638992754074146,0.04276489836430429,19.09375,444,60,0.13513513513513514,0.06531531531531531,220154302.77,181704624.79,200929463.78,6615185.4799999995,495843.02425675676,990990.99,34,0.16131519411864856,34,1.7125455125578892,0.1756281350791939,0.035127400938412164,13.058823529411764,88.1473880285294
E157,***环境设备工程有限公司,1553,81,0.05215711526078558,0.0077269800386349004,54394400.55,53234392.13,53814396.339999996,5657426.78,35025.3706052801,970873.79,309,0.047158037678138524,37,1.7943694534227033,8.895789789262153,0.09606473165051714,41.972972972972975,999,81,0.08108108108108109,0.07507507507507508,87303426.71,73879241.95,80591334.33,5841857.1,87390.81752752753,97087.38,91,0.19892879639928182,34,1.5993467905355856,1.1165647460376138,0.07327868242679476,29.38235294117647,1.6050076079016555
E158,***装饰工程有限公司,1174,75,0.06388415672913117,0.011073253833049404,70367364.77,68765243.03,69566303.9,2599070.03,59938.13012776831,970873.79,306,0.8073442487994322,31,1.843600186616649,2.584875547700409,0.036419744246887306,37.87096774193548,986,127,0.12880324543610547,0.0,88255541.5,88255541.5,88255541.5,6346573.21,89508.66277890466,99999.09,10,0.17652263876150712,28,1.9706353696902792,2.5688657635270697,0.06708701205522978,35.214285714285715,1.2542112638219236
E159,个体经营E159 ,4684,212,0.04526046114432109,0.0029888983774551663,71848046.67,71409409.23,71628727.95,4153558.31,15339.03643680615,999285.71,1042,0.03806371935349106,31,1.0957635933268852,0.15563546424559888,0.054968173501143566,151.09677419354838,253,20,0.07905138339920949,0.007905138339920948,110195844.43,107081029.71,108638437.07,9225541.75,435556.6973517787,999346.68,81,0.04119331663891706,35,0.8275718580308957,0.04325083411507442,0.07932089850290906,7.228571428571429,1.5337347295763302
E160,***钢结构工程有限公司,4384,139,0.03170620437956204,0.0029653284671532845,157120719.33,156283767.33,156702243.33,20419505.67,35839.58013914234,999285.71,424,0.0911267046373892,37,0.9455242248675816,0.37719145012781047,0.11555816326050736,118.48648648648648,3377,563,0.1667160201362156,0.03375777317145395,286431683.15,268632343.39,277532013.27,32257516.5,84818.38411311814,99981.95,68,0.23897888360780672,37,0.8229002656821822,0.2584870648255286,0.10720705746545522,91.27027027027027,1.8230038938938962
E161,***建筑劳务有限责任公司,248,2,0.008064516129032258,0.0,1006152.97,1006152.97,1006152.97,87153.59,4057.0684274193545,281965.81,140,0.15667374240092244,34,2.324769043991386,-0.29391062322084555,0.07971560145033794,7.294117647058823,289,51,0.17647058823529413,0.010380622837370242,191243370.85,185418128.11,188330749.48000002,7552189.26,661741.7676470588,976912.62,29,0.08746344431421804,33,1.106875861073707,-0.161873613748476,0.03913653334320574,8.757575757575758,190.07385213999817
E162,***网络信息安全有限公司,10363,543,0.05239795426034932,0.023545305413490304,182646578.55,154638016.41,168642297.48,11283114.93,17624.874896265563,999056.6,1286,0.05950863932167053,38,0.9165289012309944,2.00188366828114,0.06800288088006717,272.7105263157895,511,40,0.07827788649706457,0.05870841487279843,198189347.38,151881014.12,175035180.75,15651581.43,387846.0809784736,998235.79,100,0.06258878326014122,36,1.53241838172949,1.42580590777646,0.09342409683689759,14.194444444444445,1.0850975088249195
E163,***物流有限公司,2633,57,0.02164830991264717,0.0037979491074819596,79643583.79,79306843.23,79475213.51,8720436.18,30248.22779718952,1280341.88,267,0.13097760578666232,38,1.4349507837178135,-0.45544951585557913,0.09906515614759927,69.28947368421052,1092,164,0.15018315018315018,0.008241758241758242,168555680.6,162018118.74,165286899.67,15847517.65,154355.01886446885,999999.97,24,0.5760006156565199,36,0.9828074123590809,-0.025211686129085996,0.08909825400591535,30.333333333333332,2.116374886449594
E164,个体经营E164 ,4194,95,0.022651406771578446,0.009060562708631379,78837800.95,75124528.15,76981164.55,5413211.38,18797.758929422987,986460.18,504,0.22648004797693116,36,1.354066234415419,0.4130965116259154,0.06721335130077247,116.5,1661,208,0.12522576760987358,0.012642986152919929,140757074.56,137340694.12,139048884.34,12607298.94,84742.36878988562,99999.99,86,0.040635215864120604,36,0.8971516903835046,0.6821431706785053,0.08407781046429431,46.138888888888886,1.7854008212287662
E165,***文化传媒股份有限公司,4325,178,0.04115606936416185,0.011098265895953757,99634506.46,93996031.0,96815268.73,6640937.75,23036.88010635838,943396.23,928,0.06612315863300458,37,0.7949157465406228,-0.2472972498256671,0.0659890478865402,116.89189189189189,2606,260,0.0997697620874904,0.044512663085188024,137163035.16,127033859.5,132098447.33,9427948.88,52633.55148119724,99933.96,255,0.03761849938954885,37,0.6042073201949688,-0.1824094741040674,0.06908855299459575,70.43243243243244,1.3766619621392562
E166,***建筑工程有限公司,171,3,0.017543859649122806,0.0,3061344.28,3061344.28,3061344.28,267100.0,17902.59812865497,97087.38,74,0.22023636383766088,29,3.5165413052204118,29.56207068522616,0.08024770058641331,5.896551724137931,1572,175,0.11132315521628498,0.16412213740458015,136002696.44,88254916.24,112128806.34,4406165.149999999,86515.71020356234,97087.38,50,0.49897814001069074,30,1.6539365092943235,4.441019428079952,0.04755141083941109,52.4,44.42580905666709
E167,***体育文化股份有限公司,7298,227,0.031104412167717182,0.013428336530556317,146504938.54,144146037.16,145325487.85,20282315.73,20074.66957248561,999984.08,1101,0.1014058044359819,37,0.48470049067361215,0.09553051080314125,0.1233504768096081,197.24324324324326,4979,337,0.06768427395059248,0.018678449487848966,131460146.12,128993405.36,130226775.74,19614389.09,26402.92149427596,99999.48,2578,0.07286851960546215,37,0.5164519744859183,0.3301511839107988,0.13198761991316266,134.56756756756758,0.8973086329380471
E168,***建材有限公司,461,0,0.0,0.0,1361564.03,1361564.03,1361564.03,119545.23,2953.5011496746206,97087.38,8,0.4904787589673639,11,2.5080892211485395,3081.8803877601867,0.08071330942863729,41.90909090909091,415,16,0.03855421686746988,0.0,92960580.67,92960580.67,92960580.67,2894133.42,224001.3992048193,970872.82,12,0.4122618842800107,29,1.050432882497809,0.3557980741977922,0.03019291693137426,14.310344827586206,68.27485055550417
E169,***建筑设计有限公司,6036,225,0.037276341948310136,0.004638833664678595,82464481.06,82064674.98,82264578.02,4435712.53,13662.1075314778,979160.0,1023,0.03729226966914283,37,1.6197427566145008,2.9205405479691153,0.05127968391456285,163.13513513513513,1490,80,0.053691275167785234,0.020134228187919462,125739753.75999999,121324097.38,123531925.57,7634434.029999999,84389.09648322147,99999.06,175,0.04272785538999848,37,0.9559674189203087,1.5596109872706343,0.05920068991579717,40.270270270270274,1.5247746926160064
E170,***建筑劳务有限公司,1330,83,0.062406015037593986,0.041353383458646614,38869424.77,37180265.05,38024844.91,2241873.85,29225.13140601504,1254700.85,234,0.09084417606299228,34,1.4293915947402294,6.338847193098515,0.056868397112770565,39.11764705882353,796,10,0.01256281407035176,0.018844221105527637,75664899.58,72664928.68,74164914.13,6188754.59,95056.40650753769,99999.1,11,0.1706211940269643,27,1.2171309098479801,3.484979950880783,0.07848402678679336,29.48148148148148,1.946643152753814
E171,***质量检验测试站,1923,100,0.052002080083203325,0.004160166406656267,46527292.48,46519647.0,46523469.74,1596706.19,24195.15989599584,759805.05,327,0.1034422838218312,38,1.2251389698985677,1.4945530833584881,0.033184272791726095,50.60526315789474,7508,495,0.06592967501331913,0.015050612679808204,118905358.78,114993909.88,116949634.33,6899658.97,15837.154872136389,99528.3,1458,0.01726071537036535,37,0.7684771434407213,0.8559799305965773,0.05660396225243511,202.9189189189189,2.555604516018466
E172,***物流有限公司,471,7,0.014861995753715499,0.010615711252653927,41773085.42,41694217.52,41733651.47,5290621.81,88690.20259023354,673018.94,53,0.11483687463347446,37,1.0941668637975293,4.112236860836023,0.11260274346882607,12.72972972972973,1273,102,0.08012568735271014,0.0,80106407.84,80106407.84,80106407.84,7360159.77,62927.26460329929,99924.32,98,0.11872561482138431,37,1.036332504518675,3.664418612674424,0.08414826340068382,34.4054054054054,1.9176559987030999
E173,***贸易有限责任公司,1350,36,0.02666666666666667,0.0044444444444444444,109420412.23,109307677.55,109364044.89,17115884.55,81052.1572074074,1344494.28,204,0.23492151253066695,37,0.6463594501877037,0.07153706599206865,0.13538524200466268,36.486486486486484,2501,131,0.05237904838064774,0.012395041983206718,116226784.75,113654162.85,114940473.8,17978988.23,46472.12504998001,99999.15,350,0.0360484653653823,37,0.47805360514603495,0.050436426251517175,0.13658404499542276,67.5945945945946,1.0622038647203513
E174,***工程技术有限公司,2399,80,0.03334722801167153,0.0025010421008753647,82998285.07,81902319.65,82450302.36,11874262.7,34597.034210087535,685882.93,435,0.22378951281537302,34,0.9136469979918294,0.3535439179476746,0.12662289883504163,70.55882352941177,1249,101,0.08086469175340272,0.0040032025620496394,99450546.06,98781528.68,99116037.37,15227484.9,79624.13615692554,99999.52,85,0.04514499750001061,33,0.9249659750296949,0.29522891343272273,0.13356386852092964,37.84848484848485,1.1982241075960103
E175,***食品集团有限公司,4092,162,0.039589442815249266,0.016373411534701857,92645818.32,86651291.8,89648555.06,11856786.52,22640.718064516128,388349.51,606,0.4266436994848335,38,1.3157678765687606,0.9076431311449523,0.12036359578027345,107.6842105263158,4085,314,0.07686658506731946,0.016156670746634027,83099081.74,80178532.2,81638806.97,12096557.04,20342.49247001224,99970.79,1827,0.032990820335143604,30,1.5962844661046338,1.1718786581259188,0.13109233640010728,136.16666666666666,0.8969544794021309
E176,***科技有限公司,3229,66,0.020439764633013318,0.0052647878600185815,4562671.91,4444590.09,4503631.0,511017.45,1413.029393000929,313046.55,869,0.036521365049974705,38,0.8872891909656978,0.6822634225543942,0.10311903149618665,84.97368421052632,2167,232,0.1070604522381172,0.03091832025842178,99020731.16,94930927.96,96975829.56,14581936.88,45694.845943700966,99999.99,169,0.10031309734554392,38,0.4952689006060371,0.7874055719982241,0.13315272960217447,57.026315789473685,21.7023562318773
E177,***电力工程有限公司,3152,91,0.028870558375634518,0.0015862944162436548,80229128.73,73382742.25,76805935.49,8832050.5,25453.403784898477,1927116.5,648,0.10540213529118314,37,1.271873663263674,1.180142001640396,0.10742653730036922,85.1891891891892,970,135,0.13917525773195877,0.01958762886597938,120446604.8,117027321.32000001,118736963.06,8919566.26,124171.7575257732,970873.79,201,0.07210981838033423,25,1.8422071324303122,0.20421535501223567,0.07082006099066478,38.8,1.5012827224554104
E178,***贸易有限公司,340,7,0.020588235294117647,0.014705882352941176,82372935.47,82249313.65,82311124.56,12075177.39,242273.33961764706,3369832.43,29,0.2256912895101543,36,0.8216106277191324,1.725598367096475,0.1280174136839954,9.444444444444445,1116,97,0.08691756272401434,0.01971326164874552,88283972.92999999,85403234.39,86843603.66,12806049.61,79107.50262544802,99999.15,183,0.022515505421650466,37,0.756860454387943,1.4973235586451972,0.13039550934919758,30.16216216216216,1.0717594611175751
E179,***园林有限公司,2125,125,0.058823529411764705,0.0051764705882352945,43413797.85,42924992.91,43169395.38,1566500.72,20430.02251764706,1223335.92,352,0.03546672296426002,35,1.4086379140682317,3.645616427552733,0.0352089937242235,60.714285714285715,805,87,0.10807453416149068,0.031055900621118012,70089749.16,65892517.72,67991133.44,5233089.649999999,87068.01137888199,99999.0,44,0.06622842921552649,29,1.223780853694338,0.8134368814869815,0.07357532460534402,27.75862068965517,1.6144579058060915
E180,***电气有限公司,3674,129,0.03511159499183451,0.008437670114316821,64591065.95,63916500.11,64253783.03,8855867.43,17580.58409090909,998460.17,609,0.7319910706849482,38,0.729629463309677,0.9053634804995737,0.12169272114353419,96.6842105263158,2110,87,0.04123222748815166,0.0033175355450236967,78399002.41,77909795.31,78154398.86,11980004.77,37155.92531279621,99893.81,479,0.021628927769553326,38,0.7686482821774413,0.9515767525418255,0.1332743510313523,55.526315789473685,1.21377471105197
